gaming clip,student,batch,is gaming?,AvgTimrPerAction,Number of Context Changes,Number of Correct Actions,Minimum time between actions,Number of actions faster than average for clip,Number of duplicated inputs,Has 3 or more duplicated inputs,Number of help requests,Has 3 or more help requests,Number WrongActions,Number of consecutive help requests,Sum of frequency of wrong + frequency of consecutive help,Number of BUG,Number of actions slower than the global average action time (~13 seconds),Number of consecutive wrong in the same context,Help Request Rate,Count of short action (3 seconds or less),Number of Unique Input,Number of Blank Actions,Number of Hint_without_attempt,Avg_Time_Per_Incorrect_Actions
181654,N8ZPoEJbXB7,2,G,29,4,2,3,4,1,0,0,0,3,0,0,0,2,1,0,1,4,5,0,0
181704,N8ZPoEJbXB7,2,G,10.8,5,1,2,4,3,1,0,0,2,0,0,2,1,0,0,2,2,5,0,51
182355,N8ZPoEJbXB7,2,N,18.2,3,2,1,3,0,0,0,0,0,0,0,3,2,0,0,1,5,5,0,0
182463,N8ZPoEJbXB7,2,N,25,3,2,3,4,0,0,0,0,2,0,0,1,4,1,0,1,5,5,0,8
182486,N8ZPoEJbXB7,2,N,6,1,1,-1,3,2,0,0,0,4,0,0,0,1,3,0,2,3,5,0,0
182558,N8ZPoEJbXB7,2,N,3,4,5,-1,2,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0
182588,N8ZPoEJbXB7,2,G,139.8,0,0,0,2,1,0,2,0,3,0,0,0,4,3,0.4,1,4,5,1,0
182856,N8ZPoEJbXB7,2,G,54,4,3,1,4,0,0,0,0,1,0,0,1,2,0,0,1,5,5,0,94
184328,N8ZPoEJbXB7,2,N,7,5,4,2,2,0,0,0,0,0,0,0,1,0,0,0,2,5,5,0,46
184434,N8ZPoEJbXB7,2,G,4.2,1,2,0,4,2,0,1,0,2,0,0,0,1,1,0.2,4,4,5,0,15.67
184449,N8ZPoEJbXB7,2,N,6.2,1,4,0,4,2,0,0,0,1,0,0,0,1,0,0,3,5,5,0,7
184545,N8ZPoEJbXB7,2,N,6.8,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,13
188211,N8ZPoEJbXB7,2,N,51,3,2,2,4,0,0,0,0,2,0,0,1,2,0,0,1,5,5,0,0
188376,N8ZPoEJbXB7,2,G,24,4,1,3,4,1,0,0,0,3,0,0,1,2,1,0,2,4,5,0,4
188398,N8ZPoEJbXB7,2,N,11.6,5,5,7,3,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0
188498,N8ZPoEJbXB7,2,N,40.8,0,0,0,4,1,0,1,0,4,0,0,0,2,3,0.2,1,4,5,0,27
188531,N8ZPoEJbXB7,2,G,4,4,4,-1,4,0,0,1,0,0,0,0,0,1,0,0.2,3,5,5,1,13.5
188575,N8ZPoEJbXB7,2,G,46.8,5,3,3,2,0,0,1,0,0,0,0,1,4,0,0.2,1,5,5,1,5
188730,N9493h91NUB,1,G,7.4,1,0,1,3,2,0,1,0,2,0,0,2,1,2,0.2,2,3,5,0,11
188769,N9493h91NUB,1,G,19.2,2,0,1,4,3,1,0,0,3,0,0,2,1,1,0,2,2,5,0,4.5
188801,N9493h91NUB,1,N,12.4,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,2
188968,N9493h91NUB,1,N,5.6,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,4
189035,N9493h91NUB,1,G,10.4,0,0,0,2,1,0,1,0,4,0,0,0,1,3,0.2,1,4,5,0,0
189543,N9493h91NUB,1,G,14.2,3,0,0,4,1,0,1,0,4,0,0,0,1,0,0.2,2,3,5,0,22.5
189569,N9493h91NUB,1,N,79.2,3,2,4,3,0,0,1,0,0,0,0,2,3,0,0.2,0,5,3,1,5
189675,N9493h91NUB,1,G,17.8,2,2,6,4,0,0,0,0,2,0,0,1,3,1,0,0,5,5,0,0
189840,N9493h91NUB,1,G,1,5,0,0,3,4,1,0,0,3,0,0,2,0,0,0,4,1,5,0,0
189865,N9493h91NUB,1,N,16.8,5,3,2,4,2,0,0,0,1,0,0,1,1,0,0,1,3,4,0,1
189961,N9493h91NUB,1,N,7.8,4,4,6,3,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,4
190577,N9493h91NUB,1,G,7.8,5,5,1,3,0,0,0,0,0,0,0,0,1,0,0,3,5,5,0,0
190610,N9493h91NUB,1,G,5.8,2,1,0,2,2,0,1,0,3,0,0,0,0,2,0.2,2,3,5,0,1
190686,N9493h91NUB,1,N,5.8,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,30
190757,N9493h91NUB,1,N,6.2,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,0
190936,N9493h91NUB,1,N,182.4,0,0,0,3,2,0,1,0,4,0,0,0,3,3,0.2,1,3,5,0,0
191108,N9493h91NUB,1,G,10,5,4,2,4,0,0,0,0,0,0,0,1,1,0,0,2,5,4,0,7
191180,N9493h91NUB,1,G,37.8,0,0,-1,3,1,0,1,0,4,0,0,0,2,3,0.2,1,4,5,0,0
191775,N9493h91NUB,1,N,32.8,4,4,3,4,0,0,0,0,1,0,0,0,1,0,0,1,5,5,0,6
192056,N9493h91NUB,1,G,4.2,3,4,0,2,1,0,0,0,1,0,0,0,0,0,0,1,5,5,0,3
192173,N9493h91NUB,1,G,20.6,3,3,1,4,0,0,0,0,1,0,0,1,3,0,0,2,5,5,0,5
192202,N9493h91NUB,1,G,4.8,3,3,0,2,2,0,0,0,2,0,0,0,0,1,0,2,5,5,0,6
192226,N9493h91NUB,1,N,3.6,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0
192296,N9493h91NUB,1,N,2.4,2,5,0,3,2,0,0,0,0,0,0,0,0,0,0,4,5,5,0,8.5
194901,AQfVkV1aEx,1,N,22.6,4,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,0
194933,AQfVkV1aEx,1,G,29.6,5,4,1,3,0,0,0,0,1,0,0,0,2,0,0,1,5,5,0,35.33
194976,AQfVkV1aEx,1,G,31,5,5,5,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,12.67
195000,AQfVkV1aEx,1,N,23.4,4,5,1,4,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,0
195069,AQfVkV1aEx,1,N,21.6,0,0,0,3,1,0,1,0,2,0,0,2,3,1,0.2,1,4,5,0,116
195109,AQfVkV1aEx,1,N,32.4,3,2,1,3,0,0,0,0,1,0,0,2,4,0,0,1,5,5,0,0.4
195175,AQfVkV1aEx,1,G,17,4,4,-1,3,0,0,0,0,0,0,0,1,2,0,0,0,5,5,0,13.5
195236,AQfVkV1aEx,1,N,21.6,3,0,1,3,0,0,0,0,5,0,0,0,2,2,0,1,4,5,0,39.67
195271,AQfVkV1aEx,1,N,9.4,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,11
195415,AQfVkV1aEx,1,G,14.4,0,1,0,3,2,0,1,0,1,0,0,2,2,1,0.2,1,3,5,0,5
195427,AQfVkV1aEx,1,N,22,4,4,1,4,0,0,0,0,1,0,0,0,2,0,0,1,5,3,0,11.67
195478,AQfVkV1aEx,1,G,33.8,4,3,6,3,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,18.33
195501,AQfVkV1aEx,1,G,38.8,3,2,0,4,1,0,1,0,2,0,0,0,3,1,0.2,1,4,5,0,52.67
195577,AQfVkV1aEx,1,G,49.6,4,3,4,4,0,0,0,0,1,0,0,1,2,0,0,0,5,5,0,20
196197,AQfVkV1aEx,1,G,18.4,4,4,5,2,0,0,0,0,0,0,0,1,3,0,0,0,4,4,0,11.5
196425,AQfVkV1aEx,1,G,20.4,5,2,0,3,3,1,0,0,3,0,0,0,2,0,0,3,2,5,0,2.33
196491,AQfVkV1aEx,1,G,19.6,5,5,5,3,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,3
196566,AQfVkV1aEx,1,G,13.8,4,3,-1,2,0,0,0,0,1,0,0,1,3,0,0,1,5,5,0,16.5
196792,AQfVkV1aEx,1,N,11.4,4,3,5,3,0,0,0,0,1,0,0,1,1,0,0,0,4,5,0,0
200356,AQfVkV1aEx,1,G,42.6,4,4,3,3,0,0,1,0,0,0,0,0,4,0,0.2,1,5,5,1,-1
200457,AQfVkV1aEx,1,N,11.6,4,4,-1,3,0,0,0,0,0,0,0,1,2,0,0,1,5,4,0,8.5
200479,AQfVkV1aEx,1,N,8.2,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,28
200953,C18qWKq212,4,N,7,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,1,5,5,0,8
201024,C18qWKq212,4,N,12,5,5,3,2,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,0
201122,C18qWKq212,4,G,13.2,5,4,3,4,0,0,0,0,1,0,0,0,1,0,0,1,5,5,0,51
201221,C18qWKq212,4,G,14.6,3,3,2,3,0,0,0,0,1,0,0,1,2,0,0,1,5,5,0,4
201272,C18qWKq212,4,N,20.8,1,1,3,3,0,0,1,0,1,0,0,2,2,1,0.2,1,5,1,0,18
203319,C18qWKq212,4,G,13.4,5,4,-1,3,0,0,0,0,0,0,0,1,2,0,0,1,5,4,0,0
203440,C18qWKq212,4,N,29.8,4,3,5,4,0,0,0,0,2,0,0,0,2,0,0,0,5,5,0,24.33
203495,C18qWKq212,4,G,10.4,3,2,2,2,1,0,0,0,0,0,0,3,2,0,0,2,4,5,0,101
203583,C18qWKq212,4,N,19.8,4,1,0,4,2,0,0,0,3,0,0,1,1,1,0,3,3,5,0,0
206465,F25axtfCKG,9,N,9.2,2,1,0,2,1,0,1,0,3,0,0,0,2,2,0.2,2,4,5,0,92
206529,F25axtfCKG,9,G,13.4,5,5,7,4,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,12
206779,F25axtfCKG,9,N,19.6,2,2,4,4,0,0,0,0,0,0,0,3,1,0,0,0,5,5,0,22.5
206995,F25axtfCKG,9,N,19.8,2,3,2,4,0,0,1,0,1,0,0,0,4,1,0.2,1,5,5,1,9
207440,F25axtfCKG,9,G,12.4,3,4,8,3,0,0,0,0,0,0,0,1,2,0,0,0,4,5,0,11
207479,F25axtfCKG,9,N,11,5,5,1,2,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,0
207629,F25axtfCKG,9,G,16,3,2,2,4,0,0,0,0,2,0,0,1,1,1,0,1,5,5,0,0
207673,F25axtfCKG,9,N,37.4,4,5,0,3,0,0,0,0,0,0,0,0,4,0,0,1,5,3,0,0
207734,F25axtfCKG,9,N,7,1,5,0,2,3,1,0,0,0,0,0,0,1,0,0,2,4,5,0,0
210177,PpTLi2Qz8E,9,G,30,5,4,3,2,0,0,0,0,1,0,0,0,3,0,0,1,5,5,0,0
210202,PpTLi2Qz8E,9,G,10,5,4,4,2,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,125.4
210244,PpTLi2Qz8E,9,N,14.6,3,3,5,3,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,0
210267,PpTLi2Qz8E,9,N,0.8,5,1,0,2,4,1,0,0,1,0,0,3,0,0,0,5,1,5,0,42
210318,PpTLi2Qz8E,9,G,9.8,5,5,-1,2,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,13
210486,PpTLi2Qz8E,9,G,0.4,5,0,0,3,0,0,0,0,5,0,0,0,0,1,0,5,2,5,0,0.2
210513,PpTLi2Qz8E,9,G,32.2,3,3,5,3,2,0,0,0,2,0,0,0,4,1,0,0,3,5,0,81.5
210556,PpTLi2Qz8E,9,G,24.2,2,1,3,3,0,0,0,0,0,0,0,4,2,0,0,2,5,5,0,19
210731,PpTLi2Qz8E,9,N,35,2,2,2,4,0,0,0,0,2,0,0,1,4,1,0,1,5,5,0,50
210749,PpTLi2Qz8E,9,G,15,4,3,8,4,1,0,0,0,1,0,0,1,1,0,0,0,3,5,0,50
210884,PpTLi2Qz8E,9,N,9.4,2,3,0,2,2,0,0,0,2,0,0,0,2,1,0,2,4,5,0,9
212989,PpTLi2Qz8E,9,G,4.8,4,4,1,3,1,0,0,0,1,0,0,0,0,0,0,3,3,5,0,0
213011,PpTLi2Qz8E,9,G,1,4,0,1,0,2,0,0,0,3,0,0,2,0,0,0,5,2,5,0,169
213022,PpTLi2Qz8E,9,N,89.2,1,3,1,3,0,0,0,0,1,0,0,1,4,0,0,1,5,5,0,1
213199,PpTLi2Qz8E,9,N,8,4,5,5,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0
213365,PpTLi2Qz8E,9,G,18.4,2,3,4,4,0,0,0,0,1,0,0,1,3,0,0,0,5,5,0,0
213410,PpTLi2Qz8E,9,N,11,5,5,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0
213455,PpTLi2Qz8E,9,N,30,2,3,0,4,0,0,1,0,1,0,0,0,3,0,0.2,1,5,5,1,21
213488,PpTLi2Qz8E,9,N,21.2,4,4,2,3,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,12.33
217284,tB4vqSxzqo,8,G,15.2,3,3,10,3,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,16
217383,tB4vqSxzqo,8,G,5.6,4,4,2,3,0,0,0,0,0,0,0,1,0,0,0,2,5,5,0,7.5
217506,tB4vqSxzqo,8,N,8.8,4,5,1,3,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,20
217558,tB4vqSxzqo,8,N,36,5,5,8,3,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,26.5
217767,tB4vqSxzqo,8,G,4.4,2,2,0,2,3,1,0,0,3,0,0,0,0,2,0,2,4,5,0,3.5
217869,tB4vqSxzqo,8,N,28.8,5,4,2,3,0,0,1,0,0,0,0,0,3,0,0.2,2,5,5,1,9
218056,tB4vqSxzqo,8,N,31.4,4,5,7,4,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,5
218159,tB4vqSxzqo,8,G,25.4,5,5,1,4,0,0,0,0,0,0,0,0,2,0,0,2,5,5,0,350
218222,tB4vqSxzqo,8,G,7.2,5,2,1,4,2,0,0,0,1,0,0,2,1,0,0,2,3,5,0,72
218356,tB4vqSxzqo,8,G,3.6,3,2,2,3,0,0,0,0,1,0,0,2,0,0,0,3,5,5,0,0
218367,tB4vqSxzqo,8,G,16.4,0,0,0,3,1,0,2,0,2,0,0,1,2,2,0.4,2,4,5,1,4.67
218391,tB4vqSxzqo,8,G,22,4,5,4,3,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,28
218402,tB4vqSxzqo,8,G,36.6,0,0,0,4,2,0,1,0,3,0,0,1,4,3,0.2,1,3,5,0,0
218448,tB4vqSxzqo,8,N,13,3,2,2,3,0,0,0,0,1,0,0,2,2,0,0,1,5,5,0,15.5
218471,tB4vqSxzqo,8,G,13.4,3,2,4,3,1,0,0,0,2,0,0,1,2,1,0,0,4,5,0,6
218827,tB4vqSxzqo,8,G,18.6,5,5,6,3,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,14
218915,tB4vqSxzqo,8,N,43.2,4,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,4,3,0,0
219294,tB4vqSxzqo,8,N,9.2,0,0,0,2,2,0,2,0,3,0,0,0,2,2,0.4,1,3,5,0,17
219365,tB4vqSxzqo,8,G,9.4,0,0,4,3,1,0,0,0,0,0,0,5,1,0,0,0,4,5,0,4
219451,tB4vqSxzqo,8,N,17,4,5,1,3,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0
219555,tB4vqSxzqo,8,N,29,4,3,0,4,0,0,0,0,2,0,0,0,3,1,0,1,5,5,0,0
219708,tB4vqSxzqo,8,N,34.8,5,4,1,3,0,0,1,0,0,0,0,0,2,0,0.2,1,5,5,1,0
220365,tB4vqSxzqo,8,G,4.8,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,7.5
220517,tB4vqSxzqo,8,G,5,3,3,-1,2,0,0,0,0,2,0,0,0,0,1,0,1,5,5,0,5
220587,tB4vqSxzqo,8,N,9.2,5,5,2,3,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,10
222478,XNEgfvXx50,2,G,10.8,2,1,3,4,3,1,2,0,2,0,0,0,1,0,0.4,1,2,5,0,0
222494,XNEgfvXx50,2,G,18,3,3,5,2,0,0,0,0,0,0,0,2,3,0,0,0,5,5,0,19.5
222796,XNEgfvXx50,2,G,57.4,3,3,5,4,0,0,0,0,2,0,0,0,3,1,0,0,5,5,0,0
222815,XNEgfvXx50,2,N,7,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,12.5
222969,XNEgfvXx50,2,G,41,5,5,3,4,0,0,0,0,0,0,0,0,2,0,0,1,5,4,0,0
223288,XNEgfvXx50,2,G,19.4,5,4,5,4,1,0,0,0,0,0,0,1,3,0,0,0,4,5,0,5
223410,XNEgfvXx50,2,N,6.8,5,5,3,4,2,0,0,0,0,0,0,0,1,0,0,2,3,5,0,0
223658,XNEgfvXx50,2,G,19.4,2,1,5,3,0,0,2,0,2,0,0,0,3,2,0.4,0,5,5,2,0
223722,XNEgfvXx50,2,G,10.4,3,3,3,2,0,0,0,0,1,0,0,1,1,1,0,1,4,5,0,8.25
223762,XNEgfvXx50,2,N,10.4,4,5,0,2,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,18
224214,XNEgfvXx50,2,G,6.2,4,3,3,3,1,0,0,0,1,0,0,1,0,0,0,1,4,5,0,0
224412,XNEgfvXx50,2,N,4.6,2,1,2,4,0,0,1,0,1,0,0,2,0,0,0.2,1,4,5,1,5
224467,XNEgfvXx50,2,G,3.8,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0
224661,XNEgfvXx50,2,N,4.2,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,19
224680,XNEgfvXx50,2,N,8.6,5,4,6,4,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,0
224943,XNEgfvXx50,2,N,11.4,2,0,4,4,0,0,1,0,3,0,0,1,1,2,0.2,0,5,2,0,25.67
225792,XNEgfvXx50,2,N,6.6,4,5,0,2,0,0,0,0,0,0,0,0,1,0,0,2,5,3,0,0
228292,XNEgfvXx50,2,N,5.8,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
228325,XNEgfvXx50,2,G,4.8,5,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,7
228391,XNEgfvXx50,2,G,7.8,3,3,1,3,1,0,1,0,1,0,0,0,1,0,0.2,2,4,5,0,0
228413,XNEgfvXx50,2,G,12.4,2,0,5,3,0,0,2,0,2,1,1,1,1,2,0.4,0,5,5,2,7
228534,XNEgfvXx50,2,G,6.2,3,4,0,3,0,0,1,0,0,0,0,0,1,0,0.2,2,5,5,1,7
228545,XNEgfvXx50,2,G,3.8,0,0,0,1,1,0,1,0,4,0,0,0,0,3,0.2,1,4,5,0,0
228589,XNEgfvXx50,2,N,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0
228633,XNEgfvXx50,2,G,10,5,5,1,3,0,0,0,0,0,0,0,0,2,0,0,2,5,5,0,0
230287,N0w3IAZa8rQ,7,N,8.4,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,12
230331,N0w3IAZa8rQ,7,G,6.8,2,2,0,3,1,0,1,0,2,0,0,0,1,0,0.2,2,4,5,0,5
230342,N0w3IAZa8rQ,7,N,7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,11.5
230512,N0w3IAZa8rQ,7,G,11.2,4,1,2,4,2,0,0,0,2,0,0,2,1,0,0,1,3,5,0,0
230972,N0w3IAZa8rQ,7,G,35.4,1,0,8,3,0,0,0,0,0,0,0,5,3,0,0,0,5,5,0,0
231297,N0w3IAZa8rQ,7,G,12.4,2,3,0,3,1,0,2,0,0,1,1,0,2,0,0.4,2,5,5,2,0
231347,N0w3IAZa8rQ,7,N,48,5,4,3,4,0,0,0,0,1,0,0,0,3,0,0,1,5,5,0,3.5
231395,N0w3IAZa8rQ,7,N,14.2,2,2,0,3,1,0,3,1,0,2,2,0,2,0,0.6,1,5,5,3,17
232567,N0w3IAZa8rQ,7,G,9.2,2,3,4,2,0,0,1,0,0,0,0,1,0,0,0.2,0,5,5,1,3
232738,N0w3IAZa8rQ,7,G,5.6,4,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,4,5,0,3.25
232803,N0w3IAZa8rQ,7,N,5.4,2,2,0,3,1,0,0,0,3,0,0,0,0,2,0,3,4,5,0,17
232887,N0w3IAZa8rQ,7,G,6.2,3,1,1,3,0,0,0,0,4,0,0,0,1,2,0,2,5,5,0,47
234247,N3hSu07XfGd,7,N,36.6,3,3,4,4,0,0,2,0,0,0,0,0,2,0,0.4,0,5,5,2,49.5
234369,N3hSu07XfGd,7,N,5.6,3,3,1,3,1,0,0,0,0,0,0,2,1,0,0,3,4,5,0,0
234524,N3hSu07XfGd,7,G,19,1,0,0,3,2,0,1,0,3,0,0,1,2,3,0.2,1,3,5,0,0
234949,N3hSu07XfGd,7,N,16.8,5,4,10,3,0,0,0,0,0,0,0,1,3,0,0,0,5,5,0,32
234972,N3hSu07XfGd,7,G,15,5,5,-1,2,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,24
235622,N3hSu07XfGd,7,N,25.4,4,4,7,4,0,0,0,0,0,0,0,1,3,0,0,0,5,5,0,47
235633,N3hSu07XfGd,7,G,6,5,4,5,2,1,0,0,0,0,0,0,1,0,0,0,0,4,5,0,65
235688,N3hSu07XfGd,7,N,5,5,4,3,1,1,0,0,0,0,0,0,1,0,0,0,1,4,5,0,0
235710,N3hSu07XfGd,7,N,11,5,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,53
235832,N3hSu07XfGd,7,N,7,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0
236889,N3hSu07XfGd,7,G,21,5,5,3,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,10
237015,N3hSu07XfGd,7,N,6.6,5,5,1,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,0
237062,N3hSu07XfGd,7,G,3.8,4,4,2,3,0,0,1,0,0,0,0,0,0,0,0.2,3,5,5,1,4.75
237739,N3hSu07XfGd,7,N,10.6,3,4,0,3,0,0,1,0,0,0,0,0,1,0,0.2,2,5,3,1,3
238061,N3hSu07XfGd,7,N,7,3,4,0,2,0,0,1,0,0,0,0,0,0,0,0.2,2,5,5,1,9
238089,N3hSu07XfGd,7,N,5,0,0,0,3,4,1,2,0,3,0,0,0,0,2,0.4,3,1,5,0,0
238240,N3hSu07XfGd,7,N,12.6,4,4,3,3,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,0
238575,N3hSu07XfGd,7,N,2.6,2,0,0,3,2,0,2,0,2,0,0,1,0,1,0.4,4,3,5,1,0
238617,N3hSu07XfGd,7,N,5.4,5,4,2,2,0,0,1,0,0,0,0,0,0,0,0.2,2,5,3,1,8
238732,N3hSu07XfGd,7,G,11.6,3,2,0,3,1,0,1,0,2,0,0,0,2,1,0.2,2,3,4,1,45
239034,N3hSu07XfGd,7,N,6.8,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5.5
239591,N3hSu07XfGd,7,N,7.2,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0,8.33
239729,N3hSu07XfGd,7,N,4.6,2,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,5,2,0,0
239838,N3hSu07XfGd,7,N,5.2,3,4,3,4,0,0,0,0,0,0,0,1,0,0,0,1,5,5,0,0
239980,N3hSu07XfGd,7,G,7.8,4,3,0,3,1,0,1,0,1,0,0,0,1,0,0.2,3,4,5,0,4
240039,N3hSu07XfGd,7,N,7.6,5,5,3,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,0
240061,N3hSu07XfGd,7,G,6,0,0,0,3,1,0,1,0,4,0,0,0,1,3,0.2,2,4,5,0,0
240508,N3hSu07XfGd,7,N,9.8,5,5,3,3,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,0
240523,N3hSu07XfGd,7,G,5.6,2,2,1,2,0,0,1,0,1,0,0,1,0,0,0.2,2,5,2,0,0
240546,N3hSu07XfGd,7,N,3.8,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,5,5,0,3
240625,N3hSu07XfGd,7,G,7.8,5,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,33
240666,N3hSu07XfGd,7,N,14.2,4,3,5,4,0,0,0,0,0,0,0,2,2,0,0,0,5,2,0,12
240772,N3hSu07XfGd,7,N,12.2,5,4,3,2,0,0,0,0,1,0,0,0,3,0,0,1,5,5,0,4
242919,N6bJ4auIa8L,3,N,7.8,1,2,0,2,1,0,1,0,2,0,0,0,0,2,0.2,1,4,5,0,6.33
243014,N6bJ4auIa8L,3,G,14.8,0,0,1,3,2,0,1,0,3,0,0,1,2,2,0.2,2,3,5,0,23.67
243101,N6bJ4auIa8L,3,G,9.4,3,3,4,3,0,0,0,0,1,0,0,1,1,0,0,0,4,5,0,18
243149,N6bJ4auIa8L,3,G,41.4,1,1,0,2,0,0,1,0,3,0,0,0,4,2,0.2,1,5,5,1,0
243404,N6bJ4auIa8L,3,N,16.6,4,5,3,3,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,0
243573,N6bJ4auIa8L,3,N,4.2,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0
243650,N6bJ4auIa8L,3,N,11,4,4,0,2,1,0,0,0,1,0,0,0,3,0,0,1,5,5,0,0
243908,N6bJ4auIa8L,3,N,7.8,1,0,-1,2,2,0,0,0,4,0,0,1,1,4,0,0,3,0,0,0
244190,N6bJ4auIa8L,3,N,6,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0
244411,N6bJ4auIa8L,3,G,3.8,5,4,2,3,0,0,0,0,1,0,0,0,0,0,0,3,5,4,0,13
244607,N6bJ4auIa8L,3,G,5.2,3,2,2,3,2,0,0,0,0,0,0,3,0,0,0,2,2,5,0,6
244677,N6bJ4auIa8L,3,G,4.6,2,1,3,3,1,0,1,0,3,0,0,0,0,2,0.2,1,4,2,0,24
244723,N6bJ4auIa8L,3,G,7.4,4,1,3,2,2,0,1,0,1,0,0,2,1,0,0.2,2,3,5,1,8.5
244865,N6bJ4auIa8L,3,N,5.4,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7.67
244993,N6bJ4auIa8L,3,G,20.4,3,0,4,4,1,0,2,0,0,0,0,3,3,0,0.4,0,3,5,1,13
245055,N6bJ4auIa8L,3,N,9.8,5,5,3,3,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,0
245119,N6bJ4auIa8L,3,N,10.6,5,4,2,3,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,0
245181,N6bJ4auIa8L,3,G,14.6,5,5,10,4,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,8
245215,N6bJ4auIa8L,3,N,11,3,2,5,3,0,0,1,0,0,0,0,2,1,0,0.2,0,5,4,0,15
246640,N6bJ4auIa8L,3,N,8,4,5,0,3,1,0,0,0,0,0,0,0,1,0,0,1,4,5,0,12
246876,N6bJ4auIa8L,3,G,9,3,2,0,3,1,0,2,0,1,0,0,0,1,0,0.4,1,4,5,1,8
247105,N6bJ4auIa8L,3,G,8.2,3,3,2,2,0,0,0,0,1,0,0,1,1,0,0,1,5,5,0,9
247118,N6bJ4auIa8L,3,N,18.4,4,5,0,4,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,6
